# t rg re1 re2
820 4.320239 11.474274 11.474274
821 4.295124 10.974466 10.974466
822 4.286482 12.143235 12.143235
823 4.157334 11.656946 11.656946
824 4.131748 11.561123 11.561123
825 4.184261 10.687955 10.687955
826 4.474999 11.577829 11.577829
827 4.704972 11.882513 11.882513
828 5.000773 11.570114 11.570114
829 5.082760 11.574276 11.574276
830 5.046310 12.209747 12.209747
831 4.960539 12.761902 12.761902
832 4.982717 12.700071 12.700071
833 4.872736 12.404581 12.404581
834 4.663195 13.404541 13.404541
835 4.503066 11.732040 11.732040
836 4.410609 11.075380 11.075380
837 4.450389 12.822336 12.822336
838 4.336567 11.503415 11.503415
839 4.245590 9.209001 9.209001
840 4.296921 9.955073 9.955073
841 4.222423 12.192914 12.192914
842 4.336549 13.733810 13.733810
843 4.552220 12.904033 12.904033
844 4.353954 11.864126 11.864126
845 4.083973 11.790135 11.790135
846 3.945225 11.867212 11.867212
847 3.873476 10.815004 10.815004
848 3.735558 10.601497 10.601497
849 3.620345 11.170202 11.170202
850 3.569698 10.125441 10.125441
851 3.843855 11.370254 11.370254
852 4.275667 10.216693 10.216693
853 4.331156 11.583678 11.583678
854 4.275012 11.224033 11.224033
855 4.462274 12.484179 12.484179
856 4.677535 13.271825 13.271825
857 4.810638 13.513156 13.513156
858 4.711427 13.215177 13.215177
859 4.654710 13.560650 13.560650
860 4.605918 12.705927 12.705927
861 4.635433 11.952926 11.952926
862 4.689986 12.356310 12.356310
863 4.686946 12.185213 12.185213
864 4.735419 11.973197 11.973197
865 4.530161 12.535392 12.535392
866 4.382760 11.444767 11.444767
867 4.477153 11.413076 11.413076
868 4.510364 11.746644 11.746644
869 4.563319 12.812244 12.812244
870 4.539105 12.381509 12.381509
871 4.611353 11.746335 11.746335
872 4.525744 10.408935 10.408935
873 4.014012 7.432037 7.432037
874 3.759249 7.413048 7.413048
875 3.892908 8.255533 8.255533
876 3.606400 8.323120 8.323120
877 3.285527 8.171298 8.171298
878 3.304215 8.156063 8.156063
879 3.395440 9.529854 9.529854
880 3.380243 9.515331 9.515331
881 3.306621 8.934242 8.934242
882 3.363893 8.773552 8.773552
883 3.251923 7.757410 7.757410
884 3.250774 6.273646 6.273646
885 3.328968 6.450720 6.450720
886 3.453913 6.951743 6.951743
887 3.674944 6.565534 6.565534
888 3.882705 7.503014 7.503014
889 3.899158 9.572190 9.572190
890 3.762150 9.481424 9.481424
891 3.548821 8.075300 8.075300
892 3.477116 6.295891 6.295891
893 3.441243 6.885588 6.885588
894 3.759761 9.115427 9.115427
895 3.864053 9.655950 9.655950
896 4.086594 10.442275 10.442275
897 4.156456 11.153956 11.153956
898 4.249617 10.187889 10.187889
899 4.595265 10.850516 10.850516
900 4.932220 12.658038 12.658038
901 4.908941 11.987735 11.987735
902 4.712571 10.001400 10.001400
903 4.828443 9.997913 9.997913
904 4.888766 10.874976 10.874976
905 4.922997 11.437632 11.437632
906 5.078348 13.100288 13.100288
907 5.145439 13.614633 13.614633
908 5.302637 14.257859 14.257859
909 5.432386 14.492167 14.492167
910 5.294865 14.476063 14.476063
911 5.372294 15.214543 15.214543
912 5.497012 16.723604 16.723604
913 5.655818 16.781305 16.781305
914 5.663507 16.694094 16.694094
915 5.490596 16.196134 16.196134
916 5.458913 16.781742 16.781742
917 5.356952 16.118219 16.118219
918 5.217146 15.651145 15.651145
919 5.199185 15.001574 15.001574
920 5.267716 14.639949 14.639949
921 5.420676 16.230020 16.230020
922 5.503442 17.590518 17.590518
923 5.507549 16.817597 16.817597
924 5.588280 16.271849 16.271849
925 5.423080 15.321315 15.321315
926 5.292173 14.217582 14.217582
927 5.138162 14.056913 14.056913
928 5.142758 12.812273 12.812273
929 5.213159 13.902922 13.902922
930 5.110239 14.518769 14.518769
931 5.043684 13.581768 13.581768
932 4.847773 14.297799 14.297799
933 4.703426 13.917562 13.917562
934 4.758853 13.875399 13.875399
935 4.790237 14.268666 14.268666
936 4.515836 13.679403 13.679403
937 4.050101 12.506354 12.506354
938 4.019070 12.091494 12.091494
939 4.004333 11.354885 11.354885
940 4.063777 11.555276 11.555276
941 4.181969 12.602469 12.602469
942 4.324110 11.418801 11.418801
943 4.437297 13.247699 13.247699
944 4.494637 13.856066 13.856066
945 4.387288 12.899223 12.899223
946 4.292510 12.686666 12.686666
947 4.091116 11.580423 11.580423
948 4.027269 10.563447 10.563447
949 3.940384 10.159218 10.159218
950 3.869240 11.522775 11.522775
951 3.800821 11.890785 11.890785
952 3.682554 11.844580 11.844580
953 3.645473 10.690260 10.690260
954 3.863388 10.252754 10.252754
955 3.968263 9.783528 9.783528
956 3.856714 9.756666 9.756666
957 3.776738 9.882979 9.882979
958 3.931379 10.218919 10.218919
959 3.932285 9.735117 9.735117
960 3.901936 10.362881 10.362881
961 3.855690 10.345149 10.345149
962 3.812895 9.948989 9.948989
963 3.716642 11.257518 11.257518
964 3.713093 11.007253 11.007253
965 3.495502 8.488270 8.488270
966 3.183377 8.012298 8.012298
967 3.192965 6.554352 6.554352
968 3.395499 7.613372 7.613372
969 3.607991 9.739455 9.739455
970 3.784856 9.878579 9.878579
971 4.006381 9.095026 9.095026
972 3.934114 7.902701 7.902701
973 4.019271 8.207607 8.207607
974 4.078670 10.073872 10.073872
975 4.202930 10.092708 10.092708
976 4.006948 9.149614 9.149614
977 3.928324 10.911804 10.911804
978 3.917626 10.953114 10.953114
979 3.874564 10.753122 10.753122
980 3.597086 10.014767 10.014767
981 3.482349 8.905720 8.905720
982 3.440387 10.148660 10.148660
983 3.134774 9.181635 9.181635
984 3.233144 9.531512 9.531512
985 3.476598 10.038961 10.038961
986 3.657729 9.895840 9.895840
987 3.931714 11.557021 11.557021
988 3.814415 9.976430 9.976430
989 4.113344 11.341930 11.341930
990 4.141669 10.235280 10.235280
991 4.255244 11.411329 11.411329
992 4.535469 12.494010 12.494010
993 4.453119 13.557233 13.557233
994 4.322620 13.546062 13.546062
995 4.077175 12.059496 12.059496
996 3.707497 11.148399 11.148399
997 3.596525 10.656617 10.656617
998 3.371122 9.730677 9.730677
999 3.093051 8.418974 8.418974
1000 2.972288 6.204944 6.204944
1001 2.987157 6.175996 6.175996
1002 2.838435 7.351927 7.351927
1003 2.843990 6.428484 6.428484
1004 2.820786 6.335537 6.335537
1005 2.848495 6.115661 6.115661
1006 2.716862 5.848395 5.848395
1007 2.693675 4.723267 4.723267
1008 2.891426 5.492039 5.492039
1009 3.153993 6.861416 6.861416
1010 3.194477 6.722415 6.722415
1011 3.072050 6.843003 6.843003
1012 2.995666 6.283932 6.283932
1013 3.092829 7.255339 7.255339
1014 3.084125 5.779078 5.779078
1015 3.109653 5.811240 5.811240
1016 3.078264 5.327420 5.327420
1017 3.053986 5.786078 5.786078
1018 3.113524 7.304697 7.304697
1019 3.147720 8.976470 8.976470
1020 3.099014 8.206671 8.206671
1021 3.067669 8.354035 8.354035
1022 3.166053 8.390910 8.390910
1023 3.300257 8.616106 8.616106
1024 3.373384 8.155840 8.155840
1025 3.330744 9.947270 9.947270
1026 3.454963 10.712765 10.712765
1027 3.649346 11.133825 11.133825
1028 3.712723 10.761241 10.761241
1029 3.557007 9.191777 9.191777
1030 3.416178 8.905160 8.905160
1031 3.304288 8.537077 8.537077
1032 3.112353 7.252874 7.252874
1033 2.894083 6.383918 6.383918
1034 2.982150 5.358703 5.358703
1035 3.233128 6.887062 6.887062
1036 3.427093 7.388012 7.388012
1037 3.338620 7.298321 7.298321
1038 3.505767 7.680523 7.680523
1039 3.692121 7.997494 7.997494
1040 3.679678 8.299628 8.299628
1041 3.495092 6.835821 6.835821
1042 3.524821 6.369154 6.369154
1043 3.574792 6.886907 6.886907
1044 3.706604 7.311089 7.311089
1045 3.864795 9.835636 9.835636
1046 4.093924 10.580701 10.580701
1047 4.049447 10.632293 10.632293
1048 3.851550 10.225305 10.225305
1049 3.509926 9.130661 9.130661
1050 3.336774 7.708148 7.708148
1051 3.262412 7.321369 7.321369
1052 3.392563 7.577031 7.577031
1053 3.528667 8.390649 8.390649
1054 3.620743 8.623995 8.623995
1055 3.662257 7.094143 7.094143
1056 3.682267 7.787995 7.787995
1057 3.396328 9.117156 9.117156
1058 3.255708 8.643144 8.643144
1059 3.222487 8.856042 8.856042
1060 3.084842 6.652224 6.652224
1061 3.014131 5.922164 5.922164
1062 3.035925 7.965182 7.965182
1063 2.856165 8.418574 8.418574
1064 2.922213 7.376117 7.376117
1065 2.768076 6.613709 6.613709
1066 2.887198 8.663151 8.663151
1067 3.032950 8.828926 8.828926
1068 2.878003 8.382313 8.382313
1069 2.704972 8.176975 8.176975
1070 2.807248 9.111567 9.111567
1071 2.725599 7.874737 7.874737
1072 2.429301 5.873931 5.873931
1073 2.329789 5.826460 5.826460
1074 2.422178 6.610456 6.610456
1075 2.496074 5.927765 5.927765
1076 2.482557 5.298517 5.298517
1077 2.520170 5.012652 5.012652
1078 2.267127 5.252941 5.252941
1079 2.262905 5.699818 5.699818
1080 2.261553 5.339716 5.339716
1081 2.118644 6.215939 6.215939
1082 2.324716 7.056739 7.056739
1083 2.635255 6.311851 6.311851
1084 2.961115 5.929211 5.929211
1085 3.095940 6.653327 6.653327
1086 3.090922 5.656970 5.656970
1087 3.233756 4.958182 4.958182
1088 3.150442 6.098990 6.098990
1089 3.129630 5.161579 5.161579
1090 3.029589 4.251137 4.251137
1091 3.043734 4.077346 4.077346
1092 3.029899 4.519079 4.519079
1093 3.088694 4.837976 4.837976
1094 3.273259 5.063884 5.063884
1095 3.544956 5.258431 5.258431
1096 3.766981 6.363256 6.363256
1097 3.961348 8.322664 8.322664
1098 4.298700 9.781570 9.781570
1099 4.576478 10.307495 10.307495
1100 4.593456 10.786862 10.786862
1101 4.535292 9.330679 9.330679
1102 4.365766 9.286047 9.286047
1103 4.195140 10.809731 10.809731
1104 3.983480 11.350607 11.350607
1105 4.068333 12.628511 12.628511
1106 4.048588 12.106294 12.106294
1107 3.931513 12.176404 12.176404
1108 3.780489 12.296954 12.296954
1109 3.658063 9.924794 9.924794
1110 3.714113 9.786461 9.786461
1111 3.772271 9.521285 9.521285
1112 3.938160 9.496743 9.496743
1113 3.851747 9.820277 9.820277
1114 4.014808 11.073063 11.073063
1115 4.147972 10.998386 10.998386
1116 4.124004 10.752088 10.752088
1117 4.071527 9.063916 9.063916
1118 4.054392 8.711980 8.711980
1119 3.922105 8.595779 8.595779
1120 3.873446 7.859907 7.859907
1121 3.834066 7.612057 7.612057
1122 4.021356 8.115132 8.115132
1123 3.959012 7.132184 7.132184
1124 4.112611 6.843774 6.843774
1125 4.125405 7.753115 7.753115
1126 4.123254 8.547218 8.547218
1127 4.119037 7.897767 7.897767
1128 3.958948 8.280154 8.280154
1129 3.774743 8.970972 8.970972
1130 3.668639 7.639494 7.639494
1131 3.599610 7.220618 7.220618
1132 3.563637 7.022739 7.022739
1133 3.749311 8.226718 8.226718
1134 3.987745 8.467212 8.467212
1135 4.002157 8.451473 8.451473
1136 4.003114 8.543096 8.543096
1137 4.050810 9.528969 9.528969
1138 4.338431 11.735044 11.735044
1139 4.613329 13.076787 13.076787
1140 4.613149 11.035456 11.035456
1141 4.444427 10.274791 10.274791
1142 4.531914 10.841973 10.841973
1143 4.699645 11.357499 11.357499
1144 4.668783 10.823910 10.823910
1145 4.673814 11.227880 11.227880
1146 4.955485 13.904579 13.904579
1147 4.968532 13.465840 13.465840
1148 4.896072 11.711647 11.711647
1149 5.050517 11.267672 11.267672
1150 4.963358 9.723058 9.723058
1151 4.646256 9.157468 9.157468
1152 4.591173 10.009663 10.009663
1153 4.498322 9.948568 9.948568
1154 4.383884 10.191806 10.191806
1155 4.309207 10.940360 10.940360
1156 4.124486 12.660475 12.660475
1157 3.964166 12.010742 12.010742
1158 3.763387 10.820392 10.820392
1159 3.550086 9.358254 9.358254
1160 3.639386 10.441551 10.441551
1161 3.903390 10.590607 10.590607
1162 3.818920 10.205226 10.205226
1163 3.603210 9.982710 9.982710
1164 3.444137 10.192281 10.192281
1165 3.456038 11.764171 11.764171
1166 3.398122 11.366756 11.366756
1167 3.190550 10.784873 10.784873
1168 3.410515 10.899599 10.899599
1169 3.476883 10.323175 10.323175
1170 3.526490 10.261408 10.261408
1171 3.644560 11.155818 11.155818
1172 3.610989 10.136727 10.136727
1173 3.637967 9.494576 9.494576
1174 3.712576 10.073368 10.073368
1175 4.025452 11.166734 11.166734
1176 4.010686 11.269201 11.269201
1177 3.867539 10.800538 10.800538
1178 4.044106 13.082631 13.082631
1179 4.244638 13.244298 13.244298
1180 4.355241 13.888838 13.888838
1181 4.396399 13.318322 13.318322
1182 4.446540 12.821957 12.821957
1183 4.422802 14.367946 14.367946
1184 4.325030 14.070601 14.070601
1185 4.295159 13.580802 13.580802
1186 4.397699 14.091140 14.091140
1187 4.355693 14.180696 14.180696
1188 4.432758 14.318232 14.318232
1189 4.341260 14.217960 14.217960
1190 4.187448 13.190804 13.190804
1191 4.275976 12.566014 12.566014
1192 4.364394 12.700502 12.700502
1193 4.244114 12.273208 12.273208
1194 4.216176 10.417543 10.417543
1195 4.245020 9.892834 9.892834
1196 4.018138 9.789761 9.789761
1197 3.782164 10.354808 10.354808
1198 3.650311 9.254413 9.254413
1199 3.515518 9.615729 9.615729
1200 3.482339 10.144706 10.144706
1201 3.590504 10.121655 10.121655
1202 3.747326 9.694770 9.694770
1203 3.718483 10.460006 10.460006
1204 3.669101 11.311206 11.311206
1205 3.708181 11.075955 11.075955
1206 3.597580 10.722795 10.722795
1207 3.471094 10.132683 10.132683
1208 3.260475 9.382791 9.382791
1209 3.045421 9.174086 9.174086
1210 3.178816 10.204737 10.204737
1211 3.154371 10.049215 10.049215
1212 3.065695 10.026278 10.026278
1213 3.103936 9.947148 9.947148
1214 3.388141 10.779941 10.779941
1215 3.451457 10.779661 10.779661
1216 3.576080 11.219120 11.219120
1217 3.649480 11.911099 11.911099
1218 3.618678 11.730775 11.730775
1219 3.652409 11.634104 11.634104
1220 3.762106 11.846657 11.846657
1221 3.984301 12.635537 12.635537
1222 4.021837 12.260388 12.260388
1223 4.057565 12.597093 12.597093
1224 4.105815 12.011880 12.011880
1225 3.971712 11.856581 11.856581
1226 3.714264 10.545295 10.545295
1227 3.477246 10.951332 10.951332
1228 3.414651 11.153211 11.153211
1229 3.382983 12.495253 12.495253
1230 3.299751 10.258533 10.258533
1231 3.252410 10.007348 10.007348
1232 3.291147 10.091566 10.091566
1233 3.307481 9.369670 9.369670
1234 3.206680 9.571963 9.571963
1235 3.089287 9.265513 9.265513
1236 3.109637 9.818868 9.818868
1237 3.214488 9.304238 9.304238
1238 3.205968 9.146502 9.146502
1239 3.099893 9.371224 9.371224
1240 3.312722 9.818796 9.818796
1241 3.477059 10.337559 10.337559
1242 3.757976 11.636238 11.636238
1243 3.953373 12.231627 12.231627
1244 3.981407 10.425137 10.425137
1245 4.121842 11.574669 11.574669
1246 4.018606 10.490392 10.490392
1247 3.966405 11.215959 11.215959
1248 3.696496 11.178333 11.178333
1249 3.588381 10.744494 10.744494
1250 3.746489 11.856498 11.856498
1251 3.853096 13.234423 13.234423
1252 3.879179 12.414175 12.414175
1253 3.988820 12.122646 12.122646
1254 4.164087 11.778883 11.778883
1255 4.214896 12.094504 12.094504
1256 4.296767 14.036177 14.036177
1257 4.269124 14.696298 14.696298
1258 4.258796 15.292241 15.292241
1259 4.212724 14.274937 14.274937
1260 4.281536 14.258624 14.258624
1261 4.245759 13.116602 13.116602
1262 4.122077 11.873191 11.873191
1263 4.091240 11.720428 11.720428
1264 4.042815 12.530240 12.530240
1265 3.738736 10.929053 10.929053
1266 3.599276 10.473283 10.473283
1267 3.609080 10.599072 10.599072
1268 3.579666 10.732535 10.732535
1269 3.756936 11.268342 11.268342
1270 3.711951 11.233450 11.233450
1271 3.911009 11.102696 11.102696
1272 3.897763 11.893649 11.893649
1273 4.011750 11.726024 11.726024
1274 3.979020 11.546650 11.546650
1275 3.855015 10.681917 10.681917
1276 3.798061 10.846495 10.846495
1277 3.775945 13.169634 13.169634
1278 3.862654 12.738394 12.738394
1279 3.823388 12.736917 12.736917
1280 3.671387 11.314448 11.314448
1281 3.765947 10.990308 10.990308
1282 3.983157 9.540245 9.540245
1283 4.023405 9.455798 9.455798
1284 4.014379 9.825493 9.825493
1285 4.040109 10.687646 10.687646
1286 4.035707 12.272242 12.272242
1287 4.199125 14.125495 14.125495
1288 4.409001 13.893665 13.893665
1289 4.456389 14.012482 14.012482
1290 4.366892 13.341828 13.341828
1291 4.248201 11.366272 11.366272
1292 4.136423 12.315053 12.315053
1293 3.855441 12.154275 12.154275
1294 3.460585 10.450878 10.450878
1295 3.157821 9.196060 9.196060
1296 3.153319 8.276039 8.276039
1297 3.137731 8.116951 8.116951
1298 3.217796 6.683927 6.683927
1299 3.319450 6.799604 6.799604
1300 3.219246 8.154221 8.154221
1301 3.171659 8.111484 8.111484
1302 3.096878 7.470120 7.470120
1303 2.973478 6.697092 6.697092
1304 2.987663 5.725349 5.725349
1305 3.073243 6.191238 6.191238
1306 3.040712 5.133316 5.133316
1307 2.858123 6.230226 6.230226
1308 2.788120 6.168773 6.168773
1309 2.720289 5.143149 5.143149
1310 2.634524 3.719733 3.719733
1311 2.637859 4.687216 4.687216
1312 2.794496 5.225351 5.225351
1313 2.903258 5.426797 5.426797
1314 2.975572 5.072195 5.072195
1315 3.008915 4.578979 4.578979
1316 3.171679 3.946529 3.946529
1317 3.326209 3.061798 3.061798
1318 3.420810 3.423606 3.423606
1319 3.127373 3.728466 3.728466
1320 2.898474 3.566380 3.566380
1321 2.881548 2.506918 2.506918
1322 3.110760 2.227807 2.227807
1323 3.229397 2.295681 2.295681
1324 3.168003 1.008823 1.008823
1325 3.234716 2.151060 2.151060
1326 3.395801 2.222788 2.222788
1327 3.554730 3.410773 3.410773
1328 3.574638 4.010135 4.010135
1329 3.604570 5.581010 5.581010
1330 3.722456 6.932567 6.932567
1331 3.902811 8.454530 8.454530
1332 3.904439 7.874965 7.874965
1333 3.827319 7.726400 7.726400
1334 3.806508 8.702464 8.702464
1335 3.543818 9.724394 9.724394
1336 3.421371 10.266843 10.266843
1337 3.564761 9.104114 9.104114
1338 3.510857 9.033575 9.033575
1339 3.565223 8.291990 8.291990
1340 3.587216 9.420221 9.420221
1341 3.588334 9.106657 9.106657
1342 3.633563 8.170590 8.170590
1343 3.555368 8.231074 8.231074
1344 3.403047 9.035857 9.035857
1345 3.482367 8.834096 8.834096
1346 3.380854 8.623273 8.623273
1347 3.356529 8.519822 8.519822
1348 3.424338 7.321743 7.321743
1349 3.728296 7.366075 7.366075
1350 4.017324 8.768692 8.768692
1351 4.169939 10.818230 10.818230
1352 4.158905 12.008515 12.008515
1353 4.153397 10.591797 10.591797
1354 4.090572 10.418013 10.418013
1355 4.096426 11.949888 11.949888
1356 3.956626 10.621643 10.621643
1357 3.789082 10.535699 10.535699
1358 3.634838 10.374919 10.374919
1359 3.523276 8.871397 8.871397
1360 3.613615 8.926631 8.926631
1361 3.768306 8.971583 8.971583
1362 3.726616 8.702096 8.702096
1363 3.559986 8.775144 8.775144
1364 3.667181 10.501103 10.501103
1365 3.932077 12.016380 12.016380
1366 4.062546 12.093001 12.093001
1367 3.972168 11.583074 11.583074
1368 4.016133 12.613742 12.613742
1369 3.961410 12.032073 12.032073
1370 3.733481 12.018720 12.018720
1371 3.763907 12.048435 12.048435
1372 3.754229 11.867176 11.867176
1373 3.851233 11.368779 11.368779
1374 3.931847 11.693680 11.693680
1375 3.645915 10.477078 10.477078
1376 3.492694 10.322637 10.322637
1377 3.506141 10.515791 10.515791
1378 3.644728 10.235380 10.235380
1379 3.890173 9.226087 9.226087
1380 4.025445 9.052635 9.052635
1381 4.208982 9.610117 9.610117
1382 4.303436 9.229449 9.229449
1383 4.324357 9.230820 9.230820
1384 4.124488 9.028448 9.028448
1385 4.257660 10.285075 10.285075
1386 4.146721 11.192521 11.192521
1387 4.024811 10.804121 10.804121
1388 4.128187 10.711913 10.711913
1389 4.382457 9.997792 9.997792
1390 4.322340 10.304727 10.304727
1391 4.095962 9.570150 9.570150
1392 3.674688 7.955772 7.955772
1393 3.525321 7.068048 7.068048
1394 3.340028 7.597282 7.597282
1395 3.199080 7.888260 7.888260
1396 3.361610 7.560021 7.560021
1397 3.706209 7.710119 7.710119
1398 3.890100 6.801983 6.801983
1399 4.081116 8.285935 8.285935
1400 4.221138 8.664566 8.664566
1401 3.951894 8.502024 8.502024
1402 3.930292 8.583151 8.583151
1403 4.063862 8.747665 8.747665
1404 4.257357 10.605459 10.605459
1405 4.301690 11.375378 11.375378
1406 4.041771 10.790658 10.790658
1407 3.866186 10.562545 10.562545
1408 3.792326 10.958828 10.958828
